##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	R-HSA-1474151	1	12	0.0347827574532	0.0618050332835	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474151
TP53 Regulates Transcription of Death Receptors and Ligands	Reactome	R-HSA-6803211	1	12	0.0347827574532	0.0618050332835	TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803211
Regulation of IFNG signaling	Reactome	R-HSA-877312	1	12	0.0347827574532	0.0618050332835	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-877312
Glutathione synthesis and recycling	Reactome	R-HSA-174403	1	12	0.0347827574532	0.0618050332835	GGT5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174403
Caspase-mediated cleavage of cytoskeletal proteins	Reactome	R-HSA-264870	1	12	0.0347827574532	0.0618050332835	CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-264870
HSF1 activation	Reactome	R-HSA-3371511	1	12	0.0347827574532	0.0618050332835	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371511
Parathyroid hormone synthesis, secretion and action	KEGG PATHWAY	hsa04928	2	106	0.0351148896202	0.0622704042599	PDE4D|FGFR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04928/hsa:5144%09red/hsa:2260%09red
Glucagon signaling pathway	KEGG PATHWAY	hsa04922	2	106	0.0351148896202	0.0622704042599	LDHAL6A|PDE3B	http://www.genome.jp/kegg-bin/show_pathway?hsa04922/hsa:160287%09red/hsa:5140%09red
Phase II - Conjugation of compounds	Reactome	R-HSA-156580	2	108	0.0363070390507	0.0642132472572	CYP1A2|GGT5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156580
Creation of C4 and C2 activators	Reactome	R-HSA-166786	1	13	0.0374081640563	0.0642801785463	CRP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166786
PI-3K cascade:FGFR3	Reactome	R-HSA-5654710	1	13	0.0374081640563	0.0642801785463	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654710
Inhibition of replication initiation of damaged DNA by RB1/E2F1	Reactome	R-HSA-113501	1	13	0.0374081640563	0.0642801785463	TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113501
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Reactome	R-HSA-400511	1	13	0.0374081640563	0.0642801785463	DPP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400511
eNOS activation	Reactome	R-HSA-203615	1	13	0.0374081640563	0.0642801785463	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-203615
p75NTR recruits signalling complexes	Reactome	R-HSA-209543	1	13	0.0374081640563	0.0642801785463	IKBKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-209543
NF-kB is activated and signals survival	Reactome	R-HSA-209560	1	13	0.0374081640563	0.0642801785463	IKBKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-209560
Dissolution of Fibrin Clot	Reactome	R-HSA-75205	1	13	0.0374081640563	0.0642801785463	PLAT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75205
PPARA activates gene expression	Reactome	R-HSA-1989781	2	114	0.0399756082903	0.0669204774027	PPARG|ME1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1989781
Spry regulation of FGF signaling	Reactome	R-HSA-1295596	1	14	0.0400264960705	0.0669204774027	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1295596
Constitutive Signaling by EGFRvIII	Reactome	R-HSA-5637810	1	14	0.0400264960705	0.0669204774027	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637810
Interleukin-15 signaling	Reactome	R-HSA-8983432	1	14	0.0400264960705	0.0669204774027	JAK3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8983432
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Reactome	R-HSA-6804116	1	14	0.0400264960705	0.0669204774027	TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804116
Regulation of TP53 Activity through Association with Co-factors	Reactome	R-HSA-6804759	1	14	0.0400264960705	0.0669204774027	TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804759
Methylation	Reactome	R-HSA-156581	1	14	0.0400264960705	0.0669204774027	CYP1A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156581
Diseases associated with visual transduction	Reactome	R-HSA-2474795	1	14	0.0400264960705	0.0669204774027	RBP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2474795
Attenuation phase	Reactome	R-HSA-3371568	1	14	0.0400264960705	0.0669204774027	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371568
Import of palmitoyl-CoA into the mitochondrial matrix	Reactome	R-HSA-200425	1	14	0.0400264960705	0.0669204774027	PPARD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-200425
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	Reactome	R-HSA-6803205	1	14	0.0400264960705	0.0669204774027	TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803205
Retinoid cycle disease events	Reactome	R-HSA-2453864	1	14	0.0400264960705	0.0669204774027	RBP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2453864
Signaling by EGFRvIII in Cancer	Reactome	R-HSA-5637812	1	14	0.0400264960705	0.0669204774027	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637812
Prolactin receptor signaling	Reactome	R-HSA-1170546	1	14	0.0400264960705	0.0669204774027	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1170546
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Reactome	R-HSA-400206	2	115	0.0406002103358	0.0677094416886	PPARG|ME1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400206
Carbon metabolism	KEGG PATHWAY	hsa01200	2	117	0.0418604856103	0.0692831243321	HAO1|ME1	http://www.genome.jp/kegg-bin/show_pathway?hsa01200/hsa:54363%09red/hsa:4199%09red
FRS-mediated FGFR3 signaling	Reactome	R-HSA-5654706	1	15	0.0426377723803	0.0692831243321	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654706
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	Reactome	R-HSA-8866910	1	15	0.0426377723803	0.0692831243321	KIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866910
Platelet Adhesion to exposed collagen	Reactome	R-HSA-75892	1	15	0.0426377723803	0.0692831243321	GP1BA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75892
PI-3K cascade:FGFR1	Reactome	R-HSA-5654689	1	15	0.0426377723803	0.0692831243321	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654689
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	Reactome	R-HSA-3772470	1	15	0.0426377723803	0.0692831243321	WNT3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3772470
Eicosanoid ligand-binding receptors	Reactome	R-HSA-391903	1	15	0.0426377723803	0.0692831243321	PTGER3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391903
Signaling by NTRK3 (TRKC)	Reactome	R-HSA-9034015	1	15	0.0426377723803	0.0692831243321	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9034015
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	Reactome	R-HSA-2162123	1	15	0.0426377723803	0.0692831243321	PTGS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2162123
Neutrophil degranulation	Reactome	R-HSA-6798695	4	478	0.0428775346697	0.0695877011722	HSP90AA1|KRT1|IMPDH1|CTSG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6798695
Sphingolipid signaling pathway	KEGG PATHWAY	hsa04071	2	119	0.0431353608885	0.0699208165529	TNF|TP53	http://www.genome.jp/kegg-bin/show_pathway?hsa04071/hsa:7124%09red/hsa:7157%09red
Caspase activation via Death Receptors in the presence of ligand	Reactome	R-HSA-140534	1	16	0.0452420118199	0.07154800918	CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140534
Assembly Of The HIV Virion	Reactome	R-HSA-175474	1	16	0.0452420118199	0.07154800918	FURIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-175474
Chaperone Mediated Autophagy	Reactome	R-HSA-9613829	1	16	0.0452420118199	0.07154800918	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9613829
p75NTR signals via NF-kB	Reactome	R-HSA-193639	1	16	0.0452420118199	0.07154800918	IKBKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193639
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	Reactome	R-HSA-1362300	1	16	0.0452420118199	0.07154800918	TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1362300
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Reactome	R-HSA-2559584	1	16	0.0452420118199	0.07154800918	TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559584
Sema3A PAK dependent Axon repulsion	Reactome	R-HSA-399954	1	16	0.0452420118199	0.07154800918	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399954
Regulation of pyruvate dehydrogenase (PDH) complex	Reactome	R-HSA-204174	1	16	0.0452420118199	0.07154800918	PPARD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-204174
Acetylcholine Neurotransmitter Release Cycle	Reactome	R-HSA-264642	1	16	0.0452420118199	0.07154800918	SLC5A7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-264642
Cell Cycle Checkpoints	Reactome	R-HSA-69620	3	289	0.04568659748	0.0722081695168	MDM2|ATM|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69620
FRS-mediated FGFR1 signaling	Reactome	R-HSA-5654693	1	17	0.0478392331738	0.0738122739224	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654693
PI-3K cascade:FGFR4	Reactome	R-HSA-5654720	1	17	0.0478392331738	0.0738122739224	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654720
Assembly of active LPL and LIPC lipase complexes	Reactome	R-HSA-8963889	1	17	0.0478392331738	0.0738122739224	FURIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963889
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	Reactome	R-HSA-936964	1	17	0.0478392331738	0.0738122739224	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-936964
Metabolism of nitric oxide: eNOS activation and regulation	Reactome	R-HSA-202131	1	17	0.0478392331738	0.0738122739224	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202131
Platelet sensitization by LDL	Reactome	R-HSA-432142	1	17	0.0478392331738	0.0738122739224	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432142
Tie2 Signaling	Reactome	R-HSA-210993	1	17	0.0478392331738	0.0738122739224	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210993
Diseases associated with N-glycosylation of proteins	Reactome	R-HSA-3781860	1	17	0.0478392331738	0.0738122739224	MAN1B1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3781860
Regulation of necroptotic cell death	Reactome	R-HSA-5675482	1	17	0.0478392331738	0.0738122739224	CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5675482
Formation of the cornified envelope	Reactome	R-HSA-6809371	2	129	0.0497220579438	0.076260574628	KRT1|FURIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6809371
Synthesis, secretion, and deacylation of Ghrelin	Reactome	R-HSA-422085	1	18	0.0504294551769	0.076260574628	BCHE	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422085
Signaling by Ligand-Responsive EGFR Variants in Cancer	Reactome	R-HSA-5637815	1	18	0.0504294551769	0.076260574628	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637815
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	Reactome	R-HSA-1236382	1	18	0.0504294551769	0.076260574628	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236382
Pre-NOTCH Processing in Golgi	Reactome	R-HSA-1912420	1	18	0.0504294551769	0.076260574628	FURIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912420
GABA synthesis, release, reuptake and degradation	Reactome	R-HSA-888590	1	18	0.0504294551769	0.076260574628	ABAT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-888590
PI-3K cascade:FGFR2	Reactome	R-HSA-5654695	1	18	0.0504294551769	0.076260574628	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654695
Metabolism of Angiotensinogen to Angiotensins	Reactome	R-HSA-2022377	1	18	0.0504294551769	0.076260574628	CTSG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2022377
Systemic lupus erythematosus	KEGG PATHWAY	hsa05322	2	133	0.052452324768	0.0787346581402	TNF|CTSG	http://www.genome.jp/kegg-bin/show_pathway?hsa05322/hsa:7124%09red/hsa:1511%09red
Transcription of E2F targets under negative control by DREAM complex	Reactome	R-HSA-1362277	1	19	0.0530126965147	0.0787346581402	TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1362277
Regulated Necrosis	Reactome	R-HSA-5218859	1	19	0.0530126965147	0.0787346581402	CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218859
VEGFR2 mediated cell proliferation	Reactome	R-HSA-5218921	1	19	0.0530126965147	0.0787346581402	KDR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218921
Downstream signaling of activated FGFR3	Reactome	R-HSA-5654708	1	19	0.0530126965147	0.0787346581402	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654708
Listeria monocytogenes entry into host cells	Reactome	R-HSA-8876384	1	19	0.0530126965147	0.0787346581402	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8876384
FRS-mediated FGFR4 signaling	Reactome	R-HSA-5654712	1	19	0.0530126965147	0.0787346581402	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654712
RIPK1-mediated regulated necrosis	Reactome	R-HSA-5213460	1	19	0.0530126965147	0.0787346581402	CASP8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5213460
Cell surface interactions at the vascular wall	Reactome	R-HSA-202733	2	135	0.0538372066287	0.0799146035895	PTPN11|LCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202733
Insulin signaling pathway	KEGG PATHWAY	hsa04910	2	137	0.0552350138983	0.0813795683484	IKBKB|PDE3B	http://www.genome.jp/kegg-bin/show_pathway?hsa04910/hsa:3551%09red/hsa:5140%09red
PTEN Regulation	Reactome	R-HSA-6807070	2	137	0.0552350138983	0.0813795683484	PPARG|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807070
One carbon pool by folate	KEGG PATHWAY	hsa00670	1	20	0.0555889758229	0.0813795683484	GART	http://www.genome.jp/kegg-bin/show_pathway?hsa00670/hsa:2618%09red
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	Reactome	R-HSA-381771	1	20	0.0555889758229	0.0813795683484	DPP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381771
Signaling by NODAL	Reactome	R-HSA-1181150	1	20	0.0555889758229	0.0813795683484	FURIN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1181150
FRS-mediated FGFR2 signaling	Reactome	R-HSA-5654700	1	20	0.0555889758229	0.0813795683484	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654700
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	Reactome	R-HSA-164938	1	20	0.0555889758229	0.0813795683484	LCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-164938
Metabolism of cofactors	Reactome	R-HSA-8978934	1	20	0.0555889758229	0.0813795683484	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8978934
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	Reactome	R-HSA-6804115	1	20	0.0555889758229	0.0813795683484	TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804115
Estrogen signaling pathway	KEGG PATHWAY	hsa04915	2	138	0.0559387087992	0.0818465156248	SRC|HSP90AA1	http://www.genome.jp/kegg-bin/show_pathway?hsa04915/hsa:6714%09red/hsa:3320%09red
Phosphorylation of CD3 and TCR zeta chains	Reactome	R-HSA-202427	1	21	0.0581583116884	0.0838034177091	LCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202427
Regulation of FZD by ubiquitination	Reactome	R-HSA-4641263	1	21	0.0581583116884	0.0838034177091	WNT3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641263
Synthesis of Leukotrienes (LT) and Eoxins (EX)	Reactome	R-HSA-2142691	1	21	0.0581583116884	0.0838034177091	GGT5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142691
ER Quality Control Compartment (ERQC)	Reactome	R-HSA-901032	1	21	0.0581583116884	0.0838034177091	MAN1B1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-901032
Cobalamin (Cbl, vitamin B12) transport and metabolism	Reactome	R-HSA-196741	1	21	0.0581583116884	0.0838034177091	CTRB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196741
Parkinson disease	KEGG PATHWAY	hsa05012	2	142	0.0587849147263	0.0846604619231	SLC6A3|ADORA2A	http://www.genome.jp/kegg-bin/show_pathway?hsa05012/hsa:135%09red/hsa:6531%09red
Terpenoid backbone biosynthesis	KEGG PATHWAY	hsa00900	1	22	0.0607207226485	0.0864652688677	HMGCR	http://www.genome.jp/kegg-bin/show_pathway?hsa00900/hsa:3156%09red
RAF-independent MAPK1/3 activation	Reactome	R-HSA-112409	1	22	0.0607207226485	0.0864652688677	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112409
Initial triggering of complement	Reactome	R-HSA-166663	1	22	0.0607207226485	0.0864652688677	CRP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166663
Intrinsic Pathway of Fibrin Clot Formation	Reactome	R-HSA-140837	1	22	0.0607207226485	0.0864652688677	GP1BA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140837
Common Pathway of Fibrin Clot Formation	Reactome	R-HSA-140875	1	22	0.0607207226485	0.0864652688677	F13A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140875
CD28 dependent PI3K/Akt signaling	Reactome	R-HSA-389357	1	22	0.0607207226485	0.0864652688677	LCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389357
E2F mediated regulation of DNA replication	Reactome	R-HSA-113510	1	22	0.0607207226485	0.0864652688677	TFDP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113510
Digestion	Reactome	R-HSA-8935690	1	22	0.0607207226485	0.0864652688677	AMY1C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8935690
Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	2	145	0.0609519548721	0.0866553714376	ADRB2|CHRM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856828
Metabolism of steroids	Reactome	R-HSA-8957322	2	147	0.0624117457468	0.0885401180063	SCD|HSD17B1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8957322
Phospholipase D signaling pathway	KEGG PATHWAY	hsa04072	2	148	0.0631461062494	0.0885401180063	PTPN11|KIT	http://www.genome.jp/kegg-bin/show_pathway?hsa04072/hsa:3815%09red/hsa:5781%09red
Renin-angiotensin system	KEGG PATHWAY	hsa04614	1	23	0.0632762271917	0.0885401180063	CTSG	http://www.genome.jp/kegg-bin/show_pathway?hsa04614/hsa:1511%09red
Histidine metabolism	KEGG PATHWAY	hsa00340	1	23	0.0632762271917	0.0885401180063	HDC	http://www.genome.jp/kegg-bin/show_pathway?hsa00340/hsa:3067%09red
Downstream signaling of activated FGFR4	Reactome	R-HSA-5654716	1	23	0.0632762271917	0.0885401180063	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654716
RUNX2 regulates osteoblast differentiation	Reactome	R-HSA-8940973	1	23	0.0632762271917	0.0885401180063	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8940973
Negative regulation of FGFR3 signaling	Reactome	R-HSA-5654732	1	23	0.0632762271917	0.0885401180063	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654732
Long-term potentiation	Reactome	R-HSA-9620244	1	23	0.0632762271917	0.0885401180063	SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9620244
Incretin synthesis, secretion, and inactivation	Reactome	R-HSA-400508	1	23	0.0632762271917	0.0885401180063	DPP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400508
Adrenergic signaling in cardiomyocytes	KEGG PATHWAY	hsa04261	2	149	0.0638834151579	0.0892957878718	ADRB2|SCN5A	http://www.genome.jp/kegg-bin/show_pathway?hsa04261/hsa:154%09red/hsa:6331%09red
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	KEGG PATHWAY	hsa00534	1	24	0.0658248437577	0.0908164338151	HS3ST3A1	http://www.genome.jp/kegg-bin/show_pathway?hsa00534/hsa:9955%09red
SUMOylation of intracellular receptors	Reactome	R-HSA-4090294	1	24	0.0658248437577	0.0908164338151	PPARG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4090294
Downstream signaling of activated FGFR1	Reactome	R-HSA-5654687	1	24	0.0658248437577	0.0908164338151	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654687
Regulation of IFNA signaling	Reactome	R-HSA-912694	1	24	0.0658248437577	0.0908164338151	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912694
Downstream signaling of activated FGFR2	Reactome	R-HSA-5654696	1	24	0.0658248437577	0.0908164338151	PTPN11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654696
HSF1-dependent transactivation	Reactome	R-HSA-3371571	1	24	0.0658248437577	0.0908164338151	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371571
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	Reactome	R-HSA-9634638	1	24	0.0658248437577	0.0908164338151	PTK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634638
Signaling by EGFR in Cancer	Reactome	R-HSA-1643713	1	24	0.0658248437577	0.0908164338151	HSP90AA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643713
