##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	2	97	0.0530480128282	0.0815966226824	CCK|S100B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168138
Antigen processing-Cross presentation	Reactome	R-HSA-1236975	2	98	0.0540016057335	0.0820097993671	ITGAV|CD36	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236975
Phospholipase C-mediated cascade; FGFR2	Reactome	R-HSA-5654221	1	14	0.0545478023313	0.0820097993671	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654221
SHC-mediated cascade:FGFR1	Reactome	R-HSA-5654688	1	14	0.0545478023313	0.0820097993671	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654688
Role of LAT2/NTAL/LAB on calcium mobilization	Reactome	R-HSA-2730905	1	14	0.0545478023313	0.0820097993671	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2730905
Prolactin receptor signaling	Reactome	R-HSA-1170546	1	14	0.0545478023313	0.0820097993671	GH1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1170546
Inflammatory mediator regulation of TRP channels	KEGG PATHWAY	hsa04750	2	100	0.0559269662688	0.0839779994443	IL1B|IL1R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04750/hsa:3553%09red/hsa:3554%09red
Metabolism of lipids	Reactome	R-HSA-556833	6	728	0.0578173511686	0.0859158589433	CFD|CD36|AR|FABP1|DBP|HSD11B1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-556833
FRS-mediated FGFR3 signaling	Reactome	R-HSA-5654706	1	15	0.0580774008954	0.0859158589433	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654706
Platelet Adhesion to exposed collagen	Reactome	R-HSA-75892	1	15	0.0580774008954	0.0859158589433	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75892
PI-3K cascade:FGFR1	Reactome	R-HSA-5654689	1	15	0.0580774008954	0.0859158589433	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654689
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	Reactome	R-HSA-3772470	1	15	0.0580774008954	0.0859158589433	DKK4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3772470
T cell receptor signaling pathway	KEGG PATHWAY	hsa04660	2	103	0.058859579977	0.0870192803853	CTLA4|ITK	http://www.genome.jp/kegg-bin/show_pathway?hsa04660/hsa:3702%09red/hsa:1493%09red
C-type lectin receptor signaling pathway	KEGG PATHWAY	hsa04625	2	104	0.0598487759935	0.0883183783584	IL1B|IL12A	http://www.genome.jp/kegg-bin/show_pathway?hsa04625/hsa:3553%09red/hsa:3592%09red
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	2	105	0.0608437070531	0.0893540234803	IL7R|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
RNA Polymerase II Transcription	Reactome	R-HSA-73857	9	1316	0.0608973006178	0.0893540234803	CTLA4|MMP13|ITGA2B|TEC|AGRP|THBS1|PF4|BDNF|TNFRSF18	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73857
GAB1 signalosome	Reactome	R-HSA-180292	1	16	0.061593911932	0.0893540234803	BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180292
Synthesis of PIPs at the early endosome membrane	Reactome	R-HSA-1660516	1	16	0.061593911932	0.0893540234803	CFD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660516
p75NTR signals via NF-kB	Reactome	R-HSA-193639	1	16	0.061593911932	0.0893540234803	CCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193639
Caspase activation via Death Receptors in the presence of ligand	Reactome	R-HSA-140534	1	16	0.061593911932	0.0893540234803	FADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140534
FGFR2 ligand binding and activation	Reactome	R-HSA-190241	1	16	0.061593911932	0.0893540234803	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190241
SHC-mediated cascade:FGFR4	Reactome	R-HSA-5654719	1	16	0.061593911932	0.0893540234803	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654719
Insulin resistance	KEGG PATHWAY	hsa04931	2	108	0.0638623530873	0.0925328838087	CD36|TNFRSF1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:948%09red/hsa:7132%09red
HIF-1 signaling pathway	KEGG PATHWAY	hsa04066	2	109	0.0648796685708	0.0925880936913	ANGPT4|IL6R	http://www.genome.jp/kegg-bin/show_pathway?hsa04066/hsa:3570%09red/hsa:51378%09red
FRS-mediated FGFR1 signaling	Reactome	R-HSA-5654693	1	17	0.0650973836379	0.0925880936913	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654693
PI-3K cascade:FGFR4	Reactome	R-HSA-5654720	1	17	0.0650973836379	0.0925880936913	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654720
SHC-mediated cascade:FGFR2	Reactome	R-HSA-5654699	1	17	0.0650973836379	0.0925880936913	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654699
Vitamin B5 (pantothenate) metabolism	Reactome	R-HSA-199220	1	17	0.0650973836379	0.0925880936913	ENPP2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199220
Tie2 Signaling	Reactome	R-HSA-210993	1	17	0.0650973836379	0.0925880936913	ANGPT4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210993
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Reactome	R-HSA-5676594	1	17	0.0650973836379	0.0925880936913	TNFSF14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676594
Gastrin-CREB signalling pathway via PKC and MAPK	Reactome	R-HSA-881907	1	17	0.0650973836379	0.0925880936913	MMP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-881907
Regulation of necroptotic cell death	Reactome	R-HSA-5675482	1	17	0.0650973836379	0.0925880936913	FADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5675482
O-linked glycosylation	Reactome	R-HSA-5173105	2	111	0.0669306217293	0.0950827197315	SBSPON|THBS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5173105
Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670	2	112	0.0679641512051	0.0962397296381	ITK|MMP9	http://www.genome.jp/kegg-bin/show_pathway?hsa04670/hsa:4318%09red/hsa:3702%09red
Signaling by FGFR3 point mutants in cancer	Reactome	R-HSA-8853338	1	18	0.0685878640332	0.0962397296381	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8853338
PI-3K cascade:FGFR2	Reactome	R-HSA-5654695	1	18	0.0685878640332	0.0962397296381	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654695
Synthesis of PIPs at the Golgi membrane	Reactome	R-HSA-1660514	1	18	0.0685878640332	0.0962397296381	CFD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660514
Signaling by FGFR3 in disease	Reactome	R-HSA-5655332	1	18	0.0685878640332	0.0962397296381	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655332
@@Signaling by FGFR3	Reactome	R-HSA-5654741	1	33	0.119418234494	0.145362906759	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654741
Ephrin signaling	Reactome	R-HSA-3928664	1	18	0.0685878640332	0.0962397296381	EPHB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928664
PPARA activates gene expression	Reactome	R-HSA-1989781	2	114	0.0700470478721	0.0982297197645	CD36|FABP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1989781
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Reactome	R-HSA-400206	2	115	0.0710963087934	0.0994684646946	CD36|FABP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400206
Signaling by FGFR2 IIIa TM	Reactome	R-HSA-8851708	1	19	0.0720654009627	0.099661379186	FGFR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8851708
Regulated Necrosis	Reactome	R-HSA-5218859	1	19	0.0720654009627	0.099661379186	FADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218859
Downstream signaling of activated FGFR3	Reactome	R-HSA-5654708	1	19	0.0720654009627	0.099661379186	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654708
RIPK1-mediated regulated necrosis	Reactome	R-HSA-5213460	1	19	0.0720654009627	0.099661379186	FADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5213460
Signaling by Hippo	Reactome	R-HSA-2028269	1	19	0.0720654009627	0.099661379186	MST1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2028269
FRS-mediated FGFR4 signaling	Reactome	R-HSA-5654712	1	19	0.0720654009627	0.099661379186	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654712
Receptor-type tyrosine-protein phosphatases	Reactome	R-HSA-388844	1	19	0.0720654009627	0.099661379186	PTPRD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388844
Scavenging by Class A Receptors	Reactome	R-HSA-3000480	1	19	0.0720654009627	0.099661379186	SCARA5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000480
TCR signaling	Reactome	R-HSA-202403	2	117	0.0732101925201	0.101127904184	ITK|CCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202403
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	Reactome	R-HSA-381771	1	20	0.0755300420959	0.103438629895	LEP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381771
FRS-mediated FGFR2 signaling	Reactome	R-HSA-5654700	1	20	0.0755300420959	0.103438629895	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654700
AMPK signaling pathway	KEGG PATHWAY	hsa04152	2	120	0.0764186423954	0.104595835881	LEP|CD36	http://www.genome.jp/kegg-bin/show_pathway?hsa04152/hsa:948%09red/hsa:3952%09red
Yersinia infection	KEGG PATHWAY	hsa05135	2	121	0.0774979529008	0.106012601857	IL1B|FN1	http://www.genome.jp/kegg-bin/show_pathway?hsa05135/hsa:3553%09red/hsa:2335%09red
Signaling by Nuclear Receptors	Reactome	R-HSA-9006931	3	264	0.078666776184	0.106823711313	MMP3|BTC|MMP9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006931
Synaptic adhesion-like molecules	Reactome	R-HSA-8849932	1	21	0.0789818349284	0.106823711313	PTPRD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849932
CD209 (DC-SIGN) signaling	Reactome	R-HSA-5621575	1	21	0.0789818349284	0.106823711313	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621575
Regulation of signaling by CBL	Reactome	R-HSA-912631	1	21	0.0789818349284	0.106823711313	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912631
Platelet activation	KEGG PATHWAY	hsa04611	2	124	0.0807646550373	0.108989106798	ITGA2B|LYN	http://www.genome.jp/kegg-bin/show_pathway?hsa04611/hsa:3674%09red/hsa:4067%09red
RAF-independent MAPK1/3 activation	Reactome	R-HSA-112409	1	22	0.0824208267815	0.110293048338	IL6R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112409
NOTCH2 Activation and Transmission of Signal to the Nucleus	Reactome	R-HSA-2979096	1	22	0.0824208267815	0.110293048338	F3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2979096
Initial triggering of complement	Reactome	R-HSA-166663	1	22	0.0824208267815	0.110293048338	C3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166663
Downstream signaling of activated FGFR4	Reactome	R-HSA-5654716	1	23	0.0858470648038	0.1134847086	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654716
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	R-HSA-450321	1	23	0.0858470648038	0.1134847086	CCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450321
Negative regulation of FGFR3 signaling	Reactome	R-HSA-5654732	1	23	0.0858470648038	0.1134847086	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654732
Incretin synthesis, secretion, and inactivation	Reactome	R-HSA-400508	1	23	0.0858470648038	0.1134847086	LEP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400508
Long-term potentiation	Reactome	R-HSA-9620244	1	23	0.0858470648038	0.1134847086	NRG1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9620244
Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202	2	130	0.0874230452477	0.115377249589	LYN|ITK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2454202
RHO GTPases Activate NADPH Oxidases	Reactome	R-HSA-5668599	1	24	0.0892605959714	0.116456424994	S100A8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668599
Downstream signaling of activated FGFR1	Reactome	R-HSA-5654687	1	24	0.0892605959714	0.116456424994	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654687
Diseases associated with the TLR signaling cascade	Reactome	R-HSA-5602358	1	24	0.0892605959714	0.116456424994	CD36	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5602358
activated TAK1 mediates p38 MAPK activation	Reactome	R-HSA-450302	1	24	0.0892605959714	0.116456424994	CCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450302
Cytosolic tRNA aminoacylation	Reactome	R-HSA-379716	1	24	0.0892605959714	0.116456424994	AIMP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-379716
TRAF6 mediated NF-kB activation	Reactome	R-HSA-933542	1	24	0.0892605959714	0.116456424994	S100B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933542
Downstream signaling of activated FGFR2	Reactome	R-HSA-5654696	1	24	0.0892605959714	0.116456424994	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654696
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	Reactome	R-HSA-9634638	1	24	0.0892605959714	0.116456424994	BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634638
Signaling by EGFR in Cancer	Reactome	R-HSA-1643713	1	24	0.0892605959714	0.116456424994	BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643713
Signaling by Erythropoietin	Reactome	R-HSA-9006335	1	24	0.0892605959714	0.116456424994	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006335
Triglyceride catabolism	Reactome	R-HSA-163560	1	24	0.0892605959714	0.116456424994	FABP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163560
Diseases of Immune System	Reactome	R-HSA-5260271	1	24	0.0892605959714	0.116456424994	CD36	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5260271
FoxO signaling pathway	KEGG PATHWAY	hsa04068	2	132	0.0896781071377	0.11693752089	IL7R|MST1	http://www.genome.jp/kegg-bin/show_pathway?hsa04068/hsa:3575%09red/hsa:6789%09red
FGFR1 mutant receptor activation	Reactome	R-HSA-1839124	1	25	0.0926614670884	0.119979588595	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839124
Interleukin-20 family signaling	Reactome	R-HSA-8854691	1	25	0.0926614670884	0.119979588595	IL22RA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854691
Apoptosis	KEGG PATHWAY	hsa04210	2	136	0.0942393345381	0.121956785873	TNFRSF1A|FADD	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:8772%09red/hsa:7132%09red
@@Apoptosis	Reactome	R-HSA-109581	1	172	0.477029860112	0.49053070521	FADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109581
Gene expression (Transcription)	Reactome	R-HSA-74160	9	1448	0.0960059210385	0.123169647081	CTLA4|MMP13|ITGA2B|TEC|AGRP|THBS1|PF4|BDNF|TNFRSF18	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74160
Folate biosynthesis	KEGG PATHWAY	hsa00790	1	26	0.0960497247878	0.123169647081	AR	http://www.genome.jp/kegg-bin/show_pathway?hsa00790/hsa:231%09red
Caspase activation via extrinsic apoptotic signalling pathway	Reactome	R-HSA-5357769	1	26	0.0960497247878	0.123169647081	FADD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357769
Negative regulation of FGFR1 signaling	Reactome	R-HSA-5654726	1	26	0.0960497247878	0.123169647081	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654726
C-type lectin receptors (CLRs)	Reactome	R-HSA-5621481	2	140	0.0988662127719	0.126551033145	IL1B|LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621481
Negative regulation of FGFR4 signaling	Reactome	R-HSA-5654733	1	27	0.0994254155321	0.126551033145	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654733
Dectin-2 family	Reactome	R-HSA-5621480	1	27	0.0994254155321	0.126551033145	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621480
Diseases of glycosylation	Reactome	R-HSA-3781865	2	143	0.102377694749	0.129866716702	SBSPON|THBS1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3781865
Negative regulation of FGFR2 signaling	Reactome	R-HSA-5654727	1	28	0.102788585614	0.129866716702	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654727
Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	2	145	0.104737688374	0.132189987748	IL7R|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856828
Surfactant metabolism	Reactome	R-HSA-5683826	1	29	0.106139281155	0.132979099378	CSF2RA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683826
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	Reactome	R-HSA-9615017	1	29	0.106139281155	0.132979099378	AGRP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9615017
FCERI mediated MAPK activation	Reactome	R-HSA-2871796	1	29	0.106139281155	0.132979099378	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2871796
TNFR1-induced NFkappaB signaling pathway	Reactome	R-HSA-5357956	1	30	0.109477548112	0.136337017754	TNFRSF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357956
EGFR downregulation	Reactome	R-HSA-182971	1	30	0.109477548112	0.136337017754	BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-182971
MET activates PTK2 signaling	Reactome	R-HSA-8874081	1	30	0.109477548112	0.136337017754	FN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8874081
Laminin interactions	Reactome	R-HSA-3000157	1	30	0.109477548112	0.136337017754	ITGAV	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000157
Gastric cancer	KEGG PATHWAY	hsa05226	2	149	0.109501708171	0.136337017754	FGF4|FGFR2	http://www.genome.jp/kegg-bin/show_pathway?hsa05226/hsa:2249%09red/hsa:2263%09red
Galactose metabolism	KEGG PATHWAY	hsa00052	1	31	0.112803432269	0.139219058456	AR	http://www.genome.jp/kegg-bin/show_pathway?hsa00052/hsa:231%09red
Antifolate resistance	KEGG PATHWAY	hsa01523	1	31	0.112803432269	0.139219058456	IL1B	http://www.genome.jp/kegg-bin/show_pathway?hsa01523/hsa:3553%09red
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	R-HSA-983695	1	31	0.112803432269	0.139219058456	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983695
CD28 co-stimulation	Reactome	R-HSA-389356	1	31	0.112803432269	0.139219058456	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389356
Activated NOTCH1 Transmits Signal to the Nucleus	Reactome	R-HSA-2122948	1	31	0.112803432269	0.139219058456	F3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122948
Generation of second messenger molecules	Reactome	R-HSA-202433	1	32	0.116116979246	0.142356092143	ITK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202433
Regulation of TNFR1 signaling	Reactome	R-HSA-5357905	1	32	0.116116979246	0.142356092143	TNFRSF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357905
Adherens junctions interactions	Reactome	R-HSA-418990	1	32	0.116116979246	0.142356092143	ANG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418990
Fructose and mannose metabolism	KEGG PATHWAY	hsa00051	1	33	0.119418234494	0.145362906759	AR	http://www.genome.jp/kegg-bin/show_pathway?hsa00051/hsa:231%09red
Signaling by NOTCH2	Reactome	R-HSA-1980145	1	33	0.119418234494	0.145362906759	F3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980145
Pentose and glucuronate interconversions	KEGG PATHWAY	hsa00040	1	34	0.122707243298	0.148762370793	AR	http://www.genome.jp/kegg-bin/show_pathway?hsa00040/hsa:231%09red
Signaling by WNT in cancer	Reactome	R-HSA-4791275	1	34	0.122707243298	0.148762370793	DKK4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4791275
GPVI-mediated activation cascade	Reactome	R-HSA-114604	1	35	0.12598405078	0.151966676947	LYN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114604
Hepatitis B	KEGG PATHWAY	hsa05161	2	163	0.126602518799	0.152635917587	FADD|MMP9	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:4318%09red/hsa:8772%09red
Signaling by FGFR4	Reactome	R-HSA-5654743	1	36	0.129248701892	0.155046716927	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654743
Striated Muscle Contraction	Reactome	R-HSA-390522	1	36	0.129248701892	0.155046716927	TNNC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390522
NOD1/2 Signaling Pathway	Reactome	R-HSA-168638	1	36	0.129248701892	0.155046716927	CCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168638
PI3K Cascade	Reactome	R-HSA-109704	1	36	0.129248701892	0.155046716927	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109704
Triglyceride metabolism	Reactome	R-HSA-8979227	1	37	0.132501241426	0.158551884701	FABP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8979227
Ovarian tumor domain proteases	Reactome	R-HSA-5689896	1	38	0.135741714008	0.161944592135	CCK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689896
RET signaling	Reactome	R-HSA-8853659	1	39	0.138970164101	0.165138975973	GFRA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8853659
IRS-mediated signalling	Reactome	R-HSA-112399	1	40	0.142186636004	0.168127984782	FGF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112399
MET promotes cell motility	Reactome	R-HSA-8875878	1	40	0.142186636004	0.168127984782	FN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8875878
