##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Ca2+ pathway	Reactome	R-HSA-4086398	1	61	0.213262688934	0.268340323408	GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4086398
Constitutive Signaling by Aberrant PI3K in Cancer	Reactome	R-HSA-2219530	1	62	0.216302910403	0.271335438554	CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219530
Cell-cell junction organization	Reactome	R-HSA-421270	1	63	0.219331460415	0.27413099247	F11R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-421270
Mitochondrial protein import	Reactome	R-HSA-1268020	1	64	0.222348383481	0.276891748296	ACO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1268020
MAP kinase activation	Reactome	R-HSA-450294	1	64	0.222348383481	0.276891748296	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450294
RAB geranylgeranylation	Reactome	R-HSA-8873719	1	65	0.225353723943	0.279956046179	RAB24	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8873719
Thermogenesis	KEGG PATHWAY	hsa04714	2	231	0.226955043151	0.281775101884	SMARCE1|FLG	http://www.genome.jp/kegg-bin/show_pathway?hsa04714/hsa:6605%09red/hsa:2260%09red
Glycolysis	Reactome	R-HSA-70171	1	66	0.228347525976	0.282342512875	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70171
TCF dependent signaling in response to WNT	Reactome	R-HSA-201681	2	232	0.228373345774	0.282342512875	RUNX3|PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201681
Cell Cycle	Reactome	R-HSA-1640170	4	629	0.228960401893	0.282898188877	SETD8|PPP2R1B|ACTR1A|RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1640170
@@Cell cycle	KEGG PATHWAY	hsa04110	1	124	0.383673733001	0.412353996367	SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa04110/hsa:4088%09red
Long-term potentiation	KEGG PATHWAY	hsa04720	1	67	0.231329833587	0.284969525378	CAMK4	http://www.genome.jp/kegg-bin/show_pathway?hsa04720/hsa:814%09red
Regulation of RAS by GAPs	Reactome	R-HSA-5658442	1	67	0.231329833587	0.284969525378	RASA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658442
Signaling by BRAF and RAF fusions	Reactome	R-HSA-6802952	1	67	0.231329833587	0.284969525378	IQGAP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802952
Transcriptional regulation by RUNX1	Reactome	R-HSA-8878171	2	235	0.23263193895	0.286401955977	IL2RA|SMARCE1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8878171
Shigellosis	KEGG PATHWAY	hsa05131	1	68	0.234300690618	0.287767156458	NFKBIA	http://www.genome.jp/kegg-bin/show_pathway?hsa05131/hsa:4792%09red
Amphetamine addiction	KEGG PATHWAY	hsa05031	1	68	0.234300690618	0.287767156458	CAMK4	http://www.genome.jp/kegg-bin/show_pathway?hsa05031/hsa:814%09red
Diseases associated with O-glycosylation of proteins	Reactome	R-HSA-3906995	1	68	0.234300690618	0.287767156458	ADAMTS4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3906995
Adipocytokine signaling pathway	KEGG PATHWAY	hsa04920	1	69	0.237260140742	0.289843641928	NFKBIA	http://www.genome.jp/kegg-bin/show_pathway?hsa04920/hsa:4792%09red
Central carbon metabolism in cancer	KEGG PATHWAY	hsa05230	1	69	0.237260140742	0.289843641928	FLG	http://www.genome.jp/kegg-bin/show_pathway?hsa05230/hsa:2260%09red
Renin secretion	KEGG PATHWAY	hsa04924	1	69	0.237260140742	0.289843641928	PTGER4	http://www.genome.jp/kegg-bin/show_pathway?hsa04924/hsa:5734%09red
Nonhomologous End-Joining (NHEJ)	Reactome	R-HSA-5693571	1	69	0.237260140742	0.289843641928	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693571
Loss of Nlp from mitotic centrosomes	Reactome	R-HSA-380259	1	69	0.237260140742	0.289843641928	ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380259
Loss of proteins required for interphase microtubule organization from the centrosome	Reactome	R-HSA-380284	1	69	0.237260140742	0.289843641928	ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380284
Prolactin signaling pathway	KEGG PATHWAY	hsa04917	1	70	0.240208227468	0.291539619643	TNFRSF11A	http://www.genome.jp/kegg-bin/show_pathway?hsa04917/hsa:8792%09red
PKMTs methylate histone lysines	Reactome	R-HSA-3214841	1	70	0.240208227468	0.291539619643	SETD8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214841
Signaling by Insulin receptor	Reactome	R-HSA-74752	1	70	0.240208227468	0.291539619643	THEM4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74752
Processing of Capped Intron-Containing Pre-mRNA	Reactome	R-HSA-72203	2	241	0.241163426272	0.292526256293	PHF5A|NHP2L1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72203
Melanoma	KEGG PATHWAY	hsa05218	1	72	0.246070483942	0.296901945413	FLG	http://www.genome.jp/kegg-bin/show_pathway?hsa05218/hsa:2260%09red
Interleukin-17 signaling	Reactome	R-HSA-448424	1	72	0.246070483942	0.296901945413	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-448424
AURKA Activation by TPX2	Reactome	R-HSA-8854518	1	72	0.246070483942	0.296901945413	ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854518
Condensation of Prophase Chromosomes	Reactome	R-HSA-2299718	1	73	0.248984739884	0.299364108305	SETD8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2299718
RNA polymerase II transcribes snRNA genes	Reactome	R-HSA-6807505	1	74	0.251887804824	0.30179564494	RPRD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807505
Signaling by Rho GTPases	Reactome	R-HSA-194315	3	449	0.253880781608	0.304006340702	PPP2R1B|ARHGAP15|IQGAP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194315
Pancreatic cancer	KEGG PATHWAY	hsa05212	1	75	0.25477972145	0.304196926423	SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa05212/hsa:4088%09red
Glioma	KEGG PATHWAY	hsa05214	1	75	0.25477972145	0.304196926423	CAMK4	http://www.genome.jp/kegg-bin/show_pathway?hsa05214/hsa:814%09red
Biosynthesis of amino acids	KEGG PATHWAY	hsa01230	1	75	0.25477972145	0.304196926423	ACO2	http://www.genome.jp/kegg-bin/show_pathway?hsa01230/hsa:50%09red
Extra-nuclear estrogen signaling	Reactome	R-HSA-9009391	1	76	0.257660532293	0.306745833465	GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9009391
Signaling by NTRK1 (TRKA)	Reactome	R-HSA-187037	1	76	0.257660532293	0.306745833465	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187037
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Reactome	R-HSA-5693565	1	76	0.257660532293	0.306745833465	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693565
GPCR ligand binding	Reactome	R-HSA-500792	3	454	0.259050684992	0.308222342792	PTGER4|GNGT2|CCR7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-500792
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	KEGG PATHWAY	hsa05412	1	77	0.26053027972	0.308910181721	ITGB8	http://www.genome.jp/kegg-bin/show_pathway?hsa05412/hsa:3696%09red
Post NMDA receptor activation events	Reactome	R-HSA-438064	1	77	0.26053027972	0.308910181721	CAMK4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-438064
Protein ubiquitination	Reactome	R-HSA-8852135	1	77	0.26053027972	0.308910181721	RTF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852135
DNA Double Strand Break Response	Reactome	R-HSA-5693606	1	77	0.26053027972	0.308910181721	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693606
GPCR downstream signalling	Reactome	R-HSA-388396	6	1108	0.261087138633	0.309392021342	PPP2R1B|PTGER4|CAMK4|GNGT2|CCR7|RGS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388396
RNA degradation	KEGG PATHWAY	hsa03018	1	79	0.266236752998	0.314949806768	TOB2	http://www.genome.jp/kegg-bin/show_pathway?hsa03018/hsa:10766%09red
RMTs methylate histone arginines	Reactome	R-HSA-3214858	1	79	0.266236752998	0.314949806768	SMARCE1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214858
Platelet activation, signaling and aggregation	Reactome	R-HSA-76002	2	260	0.268252264717	0.316847219406	FCER1G|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76002
G alpha (12/13) signalling events	Reactome	R-HSA-416482	1	80	0.269073562784	0.316847219406	GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416482
Signaling by NOTCH4	Reactome	R-HSA-9013694	1	80	0.269073562784	0.316847219406	SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013694
DNA Damage/Telomere Stress Induced Senescence	Reactome	R-HSA-2559586	1	80	0.269073562784	0.316847219406	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559586
Transmission across Chemical Synapses	Reactome	R-HSA-112315	2	261	0.269679068255	0.317378456973	CAMK4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112315
Degradation of beta-catenin by the destruction complex	Reactome	R-HSA-195253	1	81	0.271899477026	0.318896363244	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195253
Recruitment of mitotic centrosome proteins and complexes	Reactome	R-HSA-380270	1	81	0.271899477026	0.318896363244	ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380270
Centrosome maturation	Reactome	R-HSA-380287	1	81	0.271899477026	0.318896363244	ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380287
Transcriptional regulation of white adipocyte differentiation	Reactome	R-HSA-381340	1	83	0.27751878501	0.324745943074	HDAC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381340
RNA Polymerase II Pre-transcription Events	Reactome	R-HSA-674695	1	84	0.280312261421	0.327269738491	RTF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-674695
PI Metabolism	Reactome	R-HSA-1483255	1	84	0.280312261421	0.327269738491	INPP5D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483255
ErbB signaling pathway	KEGG PATHWAY	hsa04012	1	85	0.283095007631	0.329769595292	ERBB3	http://www.genome.jp/kegg-bin/show_pathway?hsa04012/hsa:2065%09red
Glucose metabolism	Reactome	R-HSA-70326	1	85	0.283095007631	0.329769595292	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70326
ECM-receptor interaction	KEGG PATHWAY	hsa04512	1	86	0.285867064585	0.331870516537	ITGB8	http://www.genome.jp/kegg-bin/show_pathway?hsa04512/hsa:3696%09red
Colorectal cancer	KEGG PATHWAY	hsa05210	1	86	0.285867064585	0.331870516537	SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa05210/hsa:4088%09red
Meiotic recombination	Reactome	R-HSA-912446	1	86	0.285867064585	0.331870516537	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912446
Regulation of PLK1 Activity at G2/M Transition	Reactome	R-HSA-2565942	1	86	0.285867064585	0.331870516537	ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2565942
PI3K/AKT Signaling in Cancer	Reactome	R-HSA-2219528	1	88	0.291379273725	0.337507485509	CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219528
Longevity regulating pathway	KEGG PATHWAY	hsa04211	1	89	0.294119507026	0.339343269611	CAMK4	http://www.genome.jp/kegg-bin/show_pathway?hsa04211/hsa:814%09red
Peptide chain elongation	Reactome	R-HSA-156902	1	89	0.294119507026	0.339343269611	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156902
Transcriptional regulation of granulopoiesis	Reactome	R-HSA-9616222	1	89	0.294119507026	0.339343269611	IL6R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9616222
Activation of NMDA receptors and postsynaptic events	Reactome	R-HSA-442755	1	89	0.294119507026	0.339343269611	CAMK4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442755
Viral mRNA Translation	Reactome	R-HSA-192823	1	89	0.294119507026	0.339343269611	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-192823
Salivary secretion	KEGG PATHWAY	hsa04970	1	90	0.296849213304	0.34191707706	AQP5	http://www.genome.jp/kegg-bin/show_pathway?hsa04970/hsa:362%09red
Hypertrophic cardiomyopathy (HCM)	KEGG PATHWAY	hsa05410	1	90	0.296849213304	0.34191707706	ITGB8	http://www.genome.jp/kegg-bin/show_pathway?hsa05410/hsa:3696%09red
Cell junction organization	Reactome	R-HSA-446728	1	90	0.296849213304	0.34191707706	F11R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446728
Morphine addiction	KEGG PATHWAY	hsa05032	1	91	0.299568432731	0.344277639851	GNGT2	http://www.genome.jp/kegg-bin/show_pathway?hsa05032/hsa:2793%09red
Formation of the beta-catenin:TCF transactivating complex	Reactome	R-HSA-201722	1	91	0.299568432731	0.344277639851	RUNX3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201722
Signaling by GPCR	Reactome	R-HSA-372790	6	1170	0.302064863133	0.346615691108	PPP2R1B|PTGER4|CAMK4|GNGT2|CCR7|RGS14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372790
Post-translational modification: synthesis of GPI-anchored proteins	Reactome	R-HSA-163125	1	92	0.302277205329	0.346615691108	PIGN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163125
Regulation of TP53 Activity through Phosphorylation	Reactome	R-HSA-6804756	1	92	0.302277205329	0.346615691108	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804756
Eukaryotic Translation Termination	Reactome	R-HSA-72764	1	93	0.30497557097	0.348156454145	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72764
Eukaryotic Translation Elongation	Reactome	R-HSA-156842	1	93	0.30497557097	0.348156454145	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156842
Recruitment of NuMA to mitotic centrosomes	Reactome	R-HSA-380320	1	93	0.30497557097	0.348156454145	ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380320
Selenocysteine synthesis	Reactome	R-HSA-2408557	1	93	0.30497557097	0.348156454145	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2408557
Fc gamma R-mediated phagocytosis	KEGG PATHWAY	hsa04666	1	94	0.307663569373	0.349671806872	INPP5D	http://www.genome.jp/kegg-bin/show_pathway?hsa04666/hsa:3635%09red
HDACs deacetylate histones	Reactome	R-HSA-3214815	1	94	0.307663569373	0.349671806872	HDAC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214815
Class B/2 (Secretin family receptors)	Reactome	R-HSA-373080	1	94	0.307663569373	0.349671806872	GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373080
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	Reactome	R-HSA-141444	1	94	0.307663569373	0.349671806872	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-141444
Amplification of signal from the kinetochores	Reactome	R-HSA-141424	1	94	0.307663569373	0.349671806872	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-141424
Cell Cycle Checkpoints	Reactome	R-HSA-69620	2	289	0.309539446255	0.35154908521	PPP2R1B|RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69620
Antimicrobial peptides	Reactome	R-HSA-6803157	1	95	0.310341240105	0.35154908521	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803157
G2/M DNA damage checkpoint	Reactome	R-HSA-69473	1	95	0.310341240105	0.35154908521	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69473
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	Reactome	R-HSA-975956	1	95	0.310341240105	0.35154908521	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975956
Dilated cardiomyopathy (DCM)	KEGG PATHWAY	hsa05414	1	96	0.313008622586	0.353790944496	ITGB8	http://www.genome.jp/kegg-bin/show_pathway?hsa05414/hsa:3696%09red
SLC transporter disorders	Reactome	R-HSA-5619102	1	96	0.313008622586	0.353790944496	SLC22A5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619102
Circadian entrainment	KEGG PATHWAY	hsa04713	1	97	0.315665756085	0.355621257266	GNGT2	http://www.genome.jp/kegg-bin/show_pathway?hsa04713/hsa:2793%09red
VEGFA-VEGFR2 Pathway	Reactome	R-HSA-4420097	1	97	0.315665756085	0.355621257266	THEM4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4420097
Signaling by NTRKs	Reactome	R-HSA-166520	1	97	0.315665756085	0.355621257266	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166520
Aldosterone synthesis and secretion	KEGG PATHWAY	hsa04925	1	98	0.318312679722	0.358210656545	CAMK4	http://www.genome.jp/kegg-bin/show_pathway?hsa04925/hsa:814%09red
Processing of DNA double-strand break ends	Reactome	R-HSA-5693607	1	98	0.318312679722	0.358210656545	RAD50	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693607
Potassium Channels	Reactome	R-HSA-1296071	1	99	0.320949432468	0.360782959625	GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1296071
Inflammatory mediator regulation of TRP channels	KEGG PATHWAY	hsa04750	1	100	0.323576053149	0.363139937377	PTGER4	http://www.genome.jp/kegg-bin/show_pathway?hsa04750/hsa:5734%09red
AGE-RAGE signaling pathway in diabetic complications	KEGG PATHWAY	hsa04933	1	100	0.323576053149	0.363139937377	SMAD3	http://www.genome.jp/kegg-bin/show_pathway?hsa04933/hsa:4088%09red
Respiratory electron transport	Reactome	R-HSA-611105	1	100	0.323576053149	0.363139937377	COQ10A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-611105
Formation of a pool of free 40S subunits	Reactome	R-HSA-72689	1	101	0.326192580441	0.364682950183	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72689
COPI-mediated anterograde transport	Reactome	R-HSA-6807878	1	101	0.326192580441	0.364682950183	ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807878
Interleukin-1 signaling	Reactome	R-HSA-9020702	1	101	0.326192580441	0.364682950183	NFKBIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020702
ABC-family proteins mediated transport	Reactome	R-HSA-382556	1	102	0.328799052873	0.367197638624	ABCB9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382556
tRNA processing	Reactome	R-HSA-72306	1	103	0.331395508831	0.369695695148	KIAA0391	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72306
Diseases of metabolism	Reactome	R-HSA-5668914	1	103	0.331395508831	0.369695695148	GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668914
Cell Cycle, Mitotic	Reactome	R-HSA-69278	3	525	0.33345709494	0.371573032659	SETD8|PPP2R1B|ACTR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69278
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	1	105	0.336558524133	0.374034770604	IL7R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
Parathyroid hormone synthesis, secretion and action	KEGG PATHWAY	hsa04928	1	106	0.33912515952	0.376074071183	FLG	http://www.genome.jp/kegg-bin/show_pathway?hsa04928/hsa:2260%09red
Glucagon signaling pathway	KEGG PATHWAY	hsa04922	1	106	0.33912515952	0.376074071183	SIK2	http://www.genome.jp/kegg-bin/show_pathway?hsa04922/hsa:23235%09red
Signaling by VEGF	Reactome	R-HSA-194138	1	106	0.33912515952	0.376074071183	THEM4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194138
Transport of inorganic cations/anions and amino acids/oligopeptides	Reactome	R-HSA-425393	1	107	0.341681930518	0.378501104065	SLC15A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425393
Insulin resistance	KEGG PATHWAY	hsa04931	1	108	0.34422887479	0.380912037981	NFKBIA	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:4792%09red
HIF-1 signaling pathway	KEGG PATHWAY	hsa04066	1	109	0.346766029855	0.382484419196	IL6R	http://www.genome.jp/kegg-bin/show_pathway?hsa04066/hsa:3570%09red
Mitotic Spindle Checkpoint	Reactome	R-HSA-69618	1	110	0.349293433089	0.384447161901	PPP2R1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69618
L13a-mediated translational silencing of Ceruloplasmin expression	Reactome	R-HSA-156827	1	111	0.351811121728	0.3859784772	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156827
O-linked glycosylation	Reactome	R-HSA-5173105	1	111	0.351811121728	0.3859784772	ADAMTS4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5173105
Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670	1	112	0.354319132865	0.38810875715	F11R	http://www.genome.jp/kegg-bin/show_pathway?hsa04670/hsa:50848%09red
SRP-dependent cotranslational protein targeting to membrane	Reactome	R-HSA-1799339	1	112	0.354319132865	0.38810875715	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1799339
GTP hydrolysis and joining of the 60S ribosomal subunit	Reactome	R-HSA-72706	1	112	0.354319132865	0.38810875715	RPS26	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72706
RHO GTPase Effectors	Reactome	R-HSA-195258	2	321	0.354536940251	0.388140548006	PPP2R1B|IQGAP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258
Class A/1 (Rhodopsin-like receptors)	Reactome	R-HSA-373076	2	322	0.355928321661	0.389456428597	PTGER4|CCR7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373076
Glutamatergic synapse	KEGG PATHWAY	hsa04724	1	114	0.359306270304	0.392525872341	GNGT2	http://www.genome.jp/kegg-bin/show_pathway?hsa04724/hsa:2793%09red
