Target.id	Gene.symbol	Chromosome	Gene.name	Protein.name	Ensembl.id	UniProt.id	P_value	FDR.BH.	FDR.Bonferroni.	Relationship	Value	herb
SMTT03667	UMPS	3	Uridine Monophosphate Synthetase	Uridine 5'-monophosphate Synthase	ENSG00000114491	P11172	0.000574983	0.0109802	1	By_ingredient	0.3717	乌梅
SMTT03673	UNG	12	Uracil DNA Glycosylase	Uracil-DNA Glycosylase	ENSG00000076248	P13051	0.0365025	0.0781968	1	By_ingredient	0.1966	乌梅
SMTT03701	VCAM1	None	vascular cell adhesion molecule 1	Vascular Cell Adhesion Protein 1	ENSG00000162692	P19320	0.00159275	0.010042	1	By_ingredient	0.4121	乌梅
SMTT03708	VEGFA	None	vascular endothelial growth factor A	Vascular Endothelial Growth Factor A	ENSG00000112715	P15692	0.00471315	0.0201126	1	By_ingredient	0.7512	乌梅
SMTT03738	WDR36	5	WD Repeat Domain 36	None	ENSG00000134987	None	0.0105671	0.0485443	1	By_ingredient	0.2372	乌梅
SMTT03764	XDH	2	Xanthine Dehydrogenase	Xanthine Dehydrogenase/oxidase	ENSG00000158125	P47989	0.00364017	0.0162533	1	By_ingredient	0.4436	乌梅
SMTT03771	XPNPEP3	22	X-prolyl Aminopeptidase 3	None	ENSG00000196236	None	0.0210234	0.0627405	1	By_ingredient	0.1921	乌梅
SMTT03773	XRCC2	7	X-ray Repair Cross Complementing 2	None	ENSG00000196584	None	0.03137	0.0732233	1	By_ingredient	0.2069	乌梅
SMTT03843	AQP4	18	Aquaporin 4	None	ENSG00000171885	P55087	0.000763981	0.0133142	1	By_ingredient	0.3751	乌梅
SMTT03845	CCNB1	5	Cyclin B1	None	ENSG00000134057	P14635	0.0356162	0.0639691	1	By_ingredient	0.2811	乌梅
SMTT03857	ELK1	X	ELK1, ETS Transcription Factor	None	ENSG00000126767	P19419	0.00814017	0.0240483	1	By_ingredient	0.1456	乌梅
SMTT03861	CDC20	1	Cell Division Cycle 20	None	ENSG00000117399	Q12834	0.0210234	0.0627405	1	By_ingredient	0.1848	乌梅
SMTT03868	CDKN3	14	Cyclin Dependent Kinase Inhibitor 3	None	ENSG00000100526	Q16667	0.0466867	0.0880778	1	By_ingredient	0.1948	乌梅
SMTT03877	BAX	19	BCL2 Associated X, Apoptosis Regulator	None	ENSG00000087088	Q07812	6.445e-05	0.00239154	1	By_ingredient	1.0027	乌梅
SMTT03880	ACLY	17	ATP Citrate Lyase	None	ENSG00000131473	P53396	0.00318448	0.0302883	1	By_ingredient	0.3804	乌梅
SMTT03883	CHI3L1	1	Chitinase 3 Like 1	None	ENSG00000133048	P36222	0.041608	0.0831951	1	By_ingredient	0.186	乌梅
SMTT03893	DIO1	1	Iodothyronine Deiodinase 1	None	ENSG00000211452	P49895	6.06194e-05	0.00103655	1	By_ingredient	0.3001	乌梅
SMTT03895	BSG	19	Basigin (Ok Blood Group)	None	ENSG00000172270	P35613	0.041608	0.0831951	1	By_ingredient	0.2165	乌梅
SMTT03898	CCR7	17	C-C Motif Chemokine Receptor 7	None	ENSG00000126353	P32248	0.00449095	0.0346634	1	By_ingredient	0.3499	乌梅
SMTT03901	CNP	17	2',3'-cyclic Nucleotide 3' Phosphodiesterase	None	ENSG00000173786	P09543	0.0262104	0.0680322	1	By_ingredient	0.2002	乌梅
SMTT03908	E2F1	20	E2F Transcription Factor 1	None	ENSG00000101412	Q01094	0.00771704	0.0269299	1	By_ingredient	0.3013	乌梅
SMTT03909	E2F2	1	E2F Transcription Factor 2	None	ENSG00000007968	Q14209	0.000763981	0.0118393	1	By_ingredient	0.3564	乌梅
SMTT03915	CLDN4	7	Claudin 4	None	ENSG00000189143	O14493	0.00204113	0.0118393	1	By_ingredient	0.1416	乌梅
SMTT03916	CREM	10	CAMP Responsive Element Modulator	None	ENSG00000095794	Q03060	0.0466867	0.0880778	1	By_ingredient	0.1868	乌梅
SMTT03918	CASP9	1	Caspase 9	None	ENSG00000132906	P55211	1.26277e-05	0.000697916	1	By_ingredient	1.1426	乌梅
SMTT03920	RUNX1T1	8	RUNX1 Translocation Partner 1	None	ENSG00000079102	Q06455	0.0142029	0.0324091	1	By_ingredient	0.1565	乌梅
SMTT03927	HAS2	8	Hyaluronan Synthase 2	None	ENSG00000170961	Q92819	6.06194e-05	0.00103655	1	By_ingredient	0.2898	乌梅
SMTT03934	GAP43	3	Growth Associated Protein 43	None	ENSG00000172020	P17677	0.000763981	0.0133142	1	By_ingredient	0.3066	乌梅
SMTT03935	HK2	2	Hexokinase 2	None	ENSG00000159399	P52789	0.00204113	0.0118393	1	By_ingredient	0.139	乌梅
SMTT03938	GCG	2	Glucagon	None	ENSG00000115263	P01275	0.0227945	0.0649931	1	By_ingredient	0.2873	乌梅
SMTT03944	GGT5	22	Gamma-glutamyltransferase 5	None	ENSG00000099998	P36269	0.03137	0.0732233	1	By_ingredient	0.2072	乌梅
SMTT03966	IBSP	4	Integrin Binding Sialoprotein	None	ENSG00000029559	P21815	0.03137	0.0732233	1	By_ingredient	0.1737	乌梅
SMTT03971	CXCL1	4	C-X-C Motif Chemokine Ligand 1	None	ENSG00000163739	P09341	0.0172916	0.0581309	1	By_ingredient	0.3779	乌梅
SMTT03972	CXCL2	4	C-X-C Motif Chemokine Ligand 2	None	ENSG00000081041	P19875	0.0040782	0.0171018	1	By_ingredient	0.3455	乌梅
SMTT03987	SAFB	19	Scaffold Attachment Factor B	None	ENSG00000160633	Q15424	0.0210234	0.0627405	1	By_ingredient	0.1875	乌梅
SMTT03990	NFE2L2	2	Nuclear Factor, Erythroid 2 Like 2	None	ENSG00000116044	Q16236	0.0182246	0.037149	1	By_ingredient	0.2998	乌梅
SMTT03992	PTPN6	12	Protein Tyrosine Phosphatase, Non-receptor Type 6	None	ENSG00000111679	P29350	0.0040782	0.0171018	1	By_ingredient	0.1436	乌梅
SMTT03994	CLEC11A	19	C-type Lectin Domain Containing 11A	None	ENSG00000105472	Q9Y240	0.03137	0.0732233	1	By_ingredient	0.1927	乌梅
SMTT03999	CCL13	17	C-C Motif Chemokine Ligand 13	None	ENSG00000181374	Q99616	0.03137	0.0732233	1	By_ingredient	0.1888	乌梅
SMTT04001	NKX3-1	8	NK3 Homeobox 1	None	ENSG00000167034	Q99801	0.0040782	0.0171018	1	By_ingredient	0.1415	乌梅
SMTT04003	PMAIP1	18	Phorbol-12-myristate-13-acetate-induced Protein 1	None	ENSG00000141682	Q13794	0.00600406	0.0389653	1	By_ingredient	0.3133	乌梅
SMTT04010	CXCL11	4	C-X-C Motif Chemokine Ligand 11	None	ENSG00000169248	O14625	0.00204113	0.0118393	1	By_ingredient	0.3701	乌梅
SMTT04023	RBP2	3	Retinol Binding Protein 2	None	ENSG00000114113	P50120	0.0466867	0.0880778	1	By_ingredient	0.3367	乌梅
SMTT04029	RGS4	1	Regulator Of G Protein Signaling 4	None	ENSG00000117152	P49798	0.0262104	0.0680322	1	By_ingredient	0.1884	乌梅
SMTT04030	CITED1	X	Cbp/p300 Interacting Transactivator With Glu/Asp Rich Carboxy-terminal Domain 1	None	ENSG00000125931	Q99966	0.0105671	0.0485443	1	By_ingredient	0.1517	乌梅
SMTT04037	PCOLCE	7	Procollagen C-endopeptidase Enhancer	None	ENSG00000106333	Q15113	0.000763981	0.0133142	1	By_ingredient	0.3153	乌梅
SMTT04038	MAP2K5	15	Mitogen-activated Protein Kinase Kinase 5	None	ENSG00000137764	Q13163	0.0158091	0.0563531	1	By_ingredient	0.1948	乌梅
SMTT04041	MYB	6	MYB Proto-oncogene, Transcription Factor	None	ENSG00000118513	P10242	0.0365025	0.0781968	1	By_ingredient	0.1854	乌梅
SMTT04044	PECAM1	17	Platelet And Endothelial Cell Adhesion Molecule 1	None	ENSG00000261371	P16284	0.0101651	0.0269299	1	By_ingredient	0.1466	乌梅
SMTT04047	PYY	17	Peptide YY	None	ENSG00000131096	P10082	0.00449095	0.0346634	1	By_ingredient	0.3286	乌梅
SMTT04048	RPLP0	12	Ribosomal Protein Lateral Stalk Subunit P0	None	ENSG00000089157	P05388	0.0262104	0.0680322	1	By_ingredient	0.2412	乌梅
SMTT04054	PGA5	11	Pepsinogen 5, Group I (pepsinogen A)	None	ENSG00000256713	P00790	0.00204113	0.0118393	1	By_ingredient	0.1815	乌梅
SMTT04055	PSMD3	17	Proteasome 26S Subunit, Non-ATPase 3	None	ENSG00000108344	O43242	4.04653e-05	0.000780164	1	By_ingredient	0.358	乌梅
SMTT04068	UCP3	11	Uncoupling Protein 3	None	ENSG00000175564	P55916	0.0365025	0.0781968	1	By_ingredient	0.1466	乌梅
SMTT04074	SLC2A4	17	Solute Carrier Family 2 Member 4	None	ENSG00000181856	P14672	0.000363975	0.00357116	1	By_ingredient	0.2911	乌梅
SMTT04076	TEP1	14	Telomerase Associated Protein 1	None	ENSG00000129566	Q99973	0.0049727	0.0360389	1	By_ingredient	0.2768	乌梅
SMTT04080	SLPI	20	Secretory Leukocyte Peptidase Inhibitor	None	ENSG00000124107	P03973	0.00204113	0.0118393	1	By_ingredient	0.1617	乌梅
SMTT04085	TIMP1	X	TIMP Metallopeptidase Inhibitor 1	None	ENSG00000102265	P01033	0.0208891	0.0625964	1	By_ingredient	0.2997	乌梅
SMTT04090	SOD3	4	Superoxide Dismutase 3	None	ENSG00000109610	P08294	0.00600406	0.0269299	1	By_ingredient	0.2971	乌梅
SMTT04094	SPP1	4	Secreted Phosphoprotein 1	None	ENSG00000118785	P10451	0.012186	0.0295348	1	By_ingredient	0.1268	乌梅
SMTT04100	PRDX4	X	Peroxiredoxin 4	None	ENSG00000123131	Q13162	0.041608	0.0831951	1	By_ingredient	0.1949	乌梅
SMTT04103	MDC1	6	Mediator Of DNA Damage Checkpoint 1	None	ENSG00000137337	Q14676	0.0158091	0.0563531	1	By_ingredient	0.1876	乌梅
SMTT04106	AHSA1	14	Activator Of HSP90 ATPase Activity 1	None	ENSG00000100591	O95433	0.000840897	0.00772175	1	By_ingredient	0.4442	乌梅
SMTT04114	DCAF5	14	DDB1 And CUL4 Associated Factor 5	None	ENSG00000139990	Q96JK2	0.00204113	0.0118393	1	By_ingredient	0.1614	乌梅
SMTT04126	EEF1E1	6	Eukaryotic Translation Elongation Factor 1 Epsilon 1	None	ENSG00000124802	O43324	0.0466867	0.0880778	1	By_ingredient	0.1844	乌梅
SMTT04137	MAPK8IP2	22	Mitogen-activated Protein Kinase 8 Interacting Protein 2	None	ENSG00000008735	Q13387	0.00204113	0.0118393	1	By_ingredient	0.1651	乌梅
SMTT04141	KATNA1	6	Katanin Catalytic Subunit A1	None	ENSG00000186625	O75449	0.0105671	0.0485443	1	By_ingredient	0.1843	乌梅
SMTT04142	CDC37	19	Cell Division Cycle 37	None	ENSG00000105401	Q16543	0.0365025	0.0781968	1	By_ingredient	0.1576	乌梅
SMTT04149	PLK2	5	Polo Like Kinase 2	None	ENSG00000145632	Q9NYY3	0.03137	0.0732233	1	By_ingredient	0.1801	乌梅
SMTT04169	RGS17	6	Regulator Of G Protein Signaling 17	None	ENSG00000091844	Q9UGC6	0.0158091	0.0563531	1	By_ingredient	0.1915	乌梅
SMTT04176	ALG5	13	ALG5, Dolichyl-phosphate Beta-glucosyltransferase	None	ENSG00000120697	Q9Y673	0.0158091	0.0563531	1	By_ingredient	0.2117	乌梅
SMTT04177	HERC5	4	HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 5	None	ENSG00000138646	Q9UII4	0.000541859	0.00467625	1	By_ingredient	0.2809	乌梅
SMTT04179	DUSP22	6	Dual Specificity Phosphatase 22	None	ENSG00000112679	Q9NRW4	0.03137	0.0732233	1	By_ingredient	0.1861	乌梅
SMTT04195	OXSM	3	3-oxoacyl-ACP Synthase, Mitochondrial	None	ENSG00000151093	Q9NWU1	0.000574983	0.0109802	1	By_ingredient	0.4051	乌梅
SMTT04198	CCNB1IP1	14	Cyclin B1 Interacting Protein 1	None	ENSG00000100814	Q9NPC3	0.0105671	0.0485443	1	By_ingredient	0.1795	乌梅
SMTT04221	TRIM63	1	Tripartite Motif Containing 63	None	ENSG00000158022	Q969Q1	0.0210234	0.0627405	1	By_ingredient	0.1501	乌梅
SMTT04225	GDPD5	11	Glycerophosphodiester Phosphodiesterase Domain Containing 5	None	ENSG00000158555	Q8WTR4	0.03137	0.0732233	1	By_ingredient	0.1717	乌梅
SMTT04237	PLB1	2	Phospholipase B1	None	ENSG00000163803	Q6P1J6	0.0257812	0.0675423	1	By_ingredient	0.8998	乌梅
SMTT04239	ENPP7	17	Ectonucleotide Pyrophosphatase/phosphodiesterase 7	None	ENSG00000182156	Q6UWV6	0.0040782	0.0171018	1	By_ingredient	0.3242	乌梅
SMTT04240	PGP	16	Phosphoglycolate Phosphatase	None	ENSG00000184207	A6NDG6	0.03137	0.0732233	1	By_ingredient	0.1833	乌梅
SMTT04245	GUSBP1	5	Glucuronidase, Beta Pseudogene 1	None	ENSG00000183666	Q15486	0.00611121	0.0208847	1	By_ingredient	0.159	乌梅
SMTT04258	PRXC1A	None	Peroxidase C1A	None	None	P00433	1.2171e-05	0.000323989	1	By_ingredient	0.3407	乌梅
SMTT04260	GYRB	None	DNA Gyrase Subunit B	None	None	P0AES6	0.0040782	0.0171018	1	By_ingredient	0.1797	乌梅
SMTT04265	NO66	None	Lysine-specific Demethylase NO66	None	None	Q9H6W3	0.0105671	0.0485443	1	By_ingredient	0.2226	乌梅
SMTT04266	CDC2	None	Cell Division Control Protein 2 Homolog	None	None	P06493	1.20361e-05	0.000591049	1	By_ingredient	0.5774	乌梅
SMTT04275	CRN-7	None	Cell-death-related Nuclease 7	None	None	P34387	0.0052975	0.0372111	1	By_ingredient	0.1621	乌梅
SMTT04276	CAT-1	None	Catalase Isozyme 1	None	None	P49319	0.0052975	0.0372111	1	By_ingredient	0.2238	乌梅
SMTT04293	FCGR2B	1	Fc Fragment Of IgG Receptor IIb	None	ENSG00000072694	None	0.0365025	0.0781968	1	By_ingredient	0.1796	乌梅
SMTT04295	GYPB	4	Glycophorin B (MNS Blood Group)	None	ENSG00000250361	None	0.0105671	0.0485443	1	By_ingredient	0.1934	乌梅
SMTT04320	ABCA6	None	ATP binding cassette subfamily A member 6	None	ENSG00000154262	None	0.0158091	0.0563531	1	By_ingredient	0.1712	乌梅
SMTT04333	ABCF1	None	ATP binding cassette subfamily F member 1	None	ENSG00000204574	None	0.0210234	0.0627405	1	By_ingredient	0.1856	乌梅
SMTT04334	ABCF2	None	ATP binding cassette subfamily F member 2	None	ENSG00000033050	None	0.0105671	0.0485443	1	By_ingredient	0.196	乌梅
SMTT04335	ABCF3	None	ATP binding cassette subfamily F member 3	None	ENSG00000161204	None	0.0105671	0.0485443	1	By_ingredient	0.2079	乌梅
SMTT04359	ACAA2	None	acetyl-CoA acyltransferase 2	None	ENSG00000167315	None	0.00712425	0.0416346	1	By_ingredient	0.3237	乌梅
SMTT04371	ACO1	None	aconitase 1	None	ENSG00000122729	None	0.0365025	0.0781968	1	By_ingredient	0.1824	乌梅
SMTT04374	ACOT11	None	acyl-CoA thioesterase 11	None	ENSG00000162390	None	0.0105671	0.0485443	1	By_ingredient	0.2033	乌梅
SMTT04375	ACOT12	None	acyl-CoA thioesterase 12	None	ENSG00000172497	None	0.0105671	0.0485443	1	By_ingredient	0.2022	乌梅
SMTT04380	ACOT7	None	acyl-CoA thioesterase 7	None	ENSG00000097021	None	0.0049727	0.0360389	1	By_ingredient	0.408	乌梅
SMTT04392	ACSF2	None	acyl-CoA synthetase family member 2	None	ENSG00000167107	None	0.0158091	0.0563531	1	By_ingredient	0.1893	乌梅
SMTT04450	ADD1	None	adducin 1	None	ENSG00000087274	None	0.041608	0.0831951	1	By_ingredient	0.206	乌梅
SMTT04451	ADD2	None	adducin 2	None	ENSG00000075340	None	0.0262104	0.0680322	1	By_ingredient	0.189	乌梅
SMTT04475	ADH1A	None	alcohol dehydrogenase 1A (class I), alpha polypeptide	None	ENSG00000187758	None	3.65644e-05	0.00158027	1	By_ingredient	1.1923	乌梅
SMTT04480	ADH7	None	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	None	ENSG00000196344	None	0.00600406	0.0389653	1	By_ingredient	0.4148	乌梅
SMTT04489	ADRA1B	None	adrenoceptor alpha 1B	None	ENSG00000170214	None	0.0418837	0.0833492	1	By_ingredient	1.7029	乌梅
SMTT04493	ADSS1	None	None	None	None	None	0.000238357	0.00604547	1	By_ingredient	0.5257	乌梅
SMTT04494	ADSS2	None	None	None	None	None	0.0158091	0.0563531	1	By_ingredient	0.2124	乌梅
SMTT04505	AGBL3	None	ATP/GTP binding protein like 3	None	ENSG00000146856	None	0.041608	0.0831951	1	By_ingredient	0.2085	乌梅
SMTT04506	AGBL4	None	ATP/GTP binding protein like 4	None	ENSG00000186094	None	0.041608	0.0831951	1	By_ingredient	0.1986	乌梅
SMTT04525	AHRR	None	aryl-hydrocarbon receptor repressor	None	ENSG00000063438	None	0.03137	0.0732233	1	By_ingredient	0.1857	乌梅
SMTT04543	AKR1A1	None	aldo-keto reductase family 1 member A1	None	ENSG00000117448	None	0.00962328	0.0469112	1	By_ingredient	0.3987	乌梅
SMTT04544	AKR1B10	None	aldo-keto reductase family 1 member B10	None	ENSG00000198074	None	0.00251539	0.0265904	1	By_ingredient	0.5789	乌梅
SMTT04551	AKR7A2	None	aldo-keto reductase family 7 member A2	None	ENSG00000053371	None	0.0210234	0.0627405	1	By_ingredient	0.1869	乌梅
SMTT04552	AKR7A3	None	aldo-keto reductase family 7 member A3	None	ENSG00000162482	None	0.0210234	0.0627405	1	By_ingredient	0.1806	乌梅
SMTT04556	ALDH16A1	None	aldehyde dehydrogenase 16 family member A1	None	ENSG00000161618	None	0.000763981	0.0133142	1	By_ingredient	0.4481	乌梅
SMTT04557	ALDH1A1	None	aldehyde dehydrogenase 1 family member A1	None	ENSG00000165092	None	9.36762e-05	0.0031338	1	By_ingredient	0.552	乌梅
SMTT04558	ALDH1A2	None	aldehyde dehydrogenase 1 family member A2	None	ENSG00000128918	None	0.000763981	0.0133142	1	By_ingredient	0.4167	乌梅
SMTT04559	ALDH1B1	None	aldehyde dehydrogenase 1 family member B1	None	ENSG00000137124	None	0.000111976	0.00357451	1	By_ingredient	0.595	乌梅
SMTT04560	ALDH1L1	None	aldehyde dehydrogenase 1 family member L1	None	ENSG00000144908	None	0.000763981	0.0133142	1	By_ingredient	0.4278	乌梅
SMTT04561	ALDH1L2	None	aldehyde dehydrogenase 1 family member L2	None	ENSG00000136010	None	0.000763981	0.0133142	1	By_ingredient	0.4066	乌梅
SMTT04562	ALDH3B2	None	aldehyde dehydrogenase 3 family member B2	None	ENSG00000132746	None	0.00097885	0.0154023	1	By_ingredient	0.4168	乌梅
SMTT04563	ALDH8A1	None	aldehyde dehydrogenase 8 family member A1	None	ENSG00000118514	None	0.00097885	0.0154023	1	By_ingredient	0.4325	乌梅
SMTT04564	ALDH9A1	None	aldehyde dehydrogenase 9 family member A1	None	ENSG00000143149	None	0.000208073	0.0055308	1	By_ingredient	0.5873	乌梅
SMTT04573	ALKBH5	None	alkB homolog 5, RNA demethylase	None	ENSG00000091542	None	0.0210234	0.0627405	1	By_ingredient	0.193	乌梅
SMTT04575	ALKBH8	None	alkB homolog 8, tRNA methyltransferase	None	ENSG00000137760	None	0.0365025	0.0781968	1	By_ingredient	0.1885	乌梅
SMTT04579	ALPG	None	None	None	None	None	0.0365025	0.0781968	1	By_ingredient	0.2212	乌梅
SMTT04597	AMZ1	None	archaelysin family metallopeptidase 1	None	ENSG00000174945	None	0.0105671	0.0485443	1	By_ingredient	0.2048	乌梅
SMTT04598	AMZ2	None	archaelysin family metallopeptidase 2	None	ENSG00000196704	None	0.0105671	0.0485443	1	By_ingredient	0.2111	乌梅
SMTT04672	ANTKMT	None	None	None	None	None	0.0210234	0.0627405	1	By_ingredient	0.2054	乌梅
SMTT04677	ANXA3	None	annexin A3	None	ENSG00000138772	None	0.03137	0.0732233	1	By_ingredient	0.1985	乌梅
SMTT04702	APIP	None	APAF1 interacting protein	None	ENSG00000149089	None	0.0262104	0.0680322	1	By_ingredient	0.1887	乌梅
SMTT04714	APOH	None	apolipoprotein H	None	ENSG00000091583	None	0.041608	0.0831951	1	By_ingredient	0.2022	乌梅
SMTT04719	APOM	None	apolipoprotein M	None	ENSG00000204444	None	0.0466867	0.0880778	1	By_ingredient	0.1837	乌梅
SMTT04733	ARF1	None	ADP ribosylation factor 1	None	ENSG00000143761	None	0.00655317	0.0401991	1	By_ingredient	0.3539	乌梅
SMTT04737	ARF6	None	ADP ribosylation factor 6	None	ENSG00000165527	None	0.0210234	0.0627405	1	By_ingredient	0.195	乌梅
SMTT04744	ARHGAP17	None	Rho GTPase activating protein 17	None	ENSG00000140750	None	0.0158091	0.0563531	1	By_ingredient	0.1818	乌梅
SMTT04788	ARL4C	None	ADP ribosylation factor like GTPase 4C	None	ENSG00000188042	None	0.0466867	0.0880778	1	By_ingredient	0.1685	乌梅
SMTT04844	ASGR1	None	asialoglycoprotein receptor 1	None	ENSG00000141505	None	0.03137	0.0732233	1	By_ingredient	0.1882	乌梅
SMTT04848	ASIC3	None	acid sensing ion channel subunit 3	None	ENSG00000213199	None	0.0466867	0.0880778	1	By_ingredient	0.2122	乌梅
SMTT04857	ASPN	None	asporin	None	ENSG00000106819	None	0.03137	0.0732233	1	By_ingredient	0.1811	乌梅
SMTT04859	ASRGL1	None	asparaginase like 1	None	ENSG00000162174	None	0.03137	0.0732233	1	By_ingredient	0.1962	乌梅
SMTT04876	ATG7	None	autophagy related 7	None	ENSG00000197548	None	0.0365025	0.0781968	1	By_ingredient	0.1829	乌梅
SMTT04901	ATP5F1A	None	ATP synthase F1 subunit alpha	None	ENSG00000152234	None	0.0466867	0.0880778	1	By_ingredient	0.1844	乌梅
SMTT04949	B3GNTL1	None	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	None	ENSG00000175711	None	0.0158091	0.0563531	1	By_ingredient	0.2047	乌梅
SMTT04955	BACE1	None	beta-secretase 1	None	ENSG00000186318	None	0.0103005	0.047885	1	By_ingredient	0.3729	乌梅
SMTT04980	BCAT1	None	branched chain amino acid transaminase 1	None	ENSG00000060982	None	0.0365025	0.0781968	1	By_ingredient	0.1841	乌梅
SMTT04981	BCAT2	None	branched chain amino acid transaminase 2	None	ENSG00000105552	None	0.0158091	0.0563531	1	By_ingredient	0.1972	乌梅
SMTT04986	BCL2L14	None	BCL2 like 14	None	ENSG00000121380	None	0.0365025	0.0781968	1	By_ingredient	0.2167	乌梅
SMTT04990	BCLAF1	None	BCL2 associated transcription factor 1	None	ENSG00000029363	None	0.0466867	0.0880778	1	By_ingredient	0.1534	乌梅
SMTT05009	BHMT	None	betaine--homocysteine S-methyltransferase	None	ENSG00000145692	None	0.00449095	0.0346634	1	By_ingredient	0.3613	乌梅
SMTT05025	BMP10	None	bone morphogenetic protein 10	None	ENSG00000163217	None	0.0052975	0.0372111	1	By_ingredient	0.24	乌梅
SMTT05027	BMP3	None	bone morphogenetic protein 3	None	ENSG00000152785	None	0.0052975	0.0372111	1	By_ingredient	0.2445	乌梅
SMTT05028	BMP5	None	bone morphogenetic protein 5	None	ENSG00000112175	None	0.0052975	0.0372111	1	By_ingredient	0.1919	乌梅
SMTT05029	BMP6	None	bone morphogenetic protein 6	None	ENSG00000153162	None	0.000412134	0.00880668	1	By_ingredient	0.3837	乌梅
SMTT05030	BMP7	None	bone morphogenetic protein 7	None	ENSG00000101144	None	0.03137	0.0732233	1	By_ingredient	0.1778	乌梅
SMTT05031	BMP8A	None	bone morphogenetic protein 8a	None	ENSG00000183682	None	0.0105671	0.0485443	1	By_ingredient	0.2149	乌梅
SMTT05032	BMP8B	None	bone morphogenetic protein 8b	None	ENSG00000116985	None	0.0052975	0.0372111	1	By_ingredient	0.2388	乌梅
SMTT05066	BRSK1	None	BR serine/threonine kinase 1	None	ENSG00000160469	None	0.0052975	0.0372111	1	By_ingredient	0.2162	乌梅
SMTT05067	BRSK2	None	BR serine/threonine kinase 2	None	ENSG00000174672	None	0.0052975	0.0372111	1	By_ingredient	0.2205	乌梅
SMTT05081	BTG2	None	BTG anti-proliferation factor 2	None	ENSG00000159388	None	0.041608	0.0831951	1	By_ingredient	0.2161	乌梅
SMTT05086	BUD23	None	BUD23, rRNA methyltransferase and ribosome maturation factor	None	ENSG00000071462	None	0.0210234	0.0627405	1	By_ingredient	0.2069	乌梅
SMTT05096	C12ORF4	None	None	None	None	None	0.0262104	0.0680322	1	By_ingredient	0.1846	乌梅
SMTT05141	C4BPA	None	complement component 4 binding protein alpha	None	ENSG00000123838	None	0.0466867	0.0880778	1	By_ingredient	0.188	乌梅
SMTT05142	C4BPB	None	complement component 4 binding protein beta	None	ENSG00000123843	None	0.041608	0.0831951	1	By_ingredient	0.1894	乌梅
SMTT05155	C8G	None	complement C8 gamma chain	None	ENSG00000176919	None	0.000763981	0.0133142	1	By_ingredient	0.3774	乌梅
SMTT05169	CAB39	None	calcium binding protein 39	None	ENSG00000135932	None	0.0262104	0.0680322	1	By_ingredient	0.1978	乌梅
SMTT05189	CALCRL	None	calcitonin receptor like receptor	None	ENSG00000064989	None	0.0105671	0.0485443	1	By_ingredient	0.208	乌梅
